"Rank","NCT Number","Title","Recruitment","Study Results","Conditions","Interventions","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Types","Study Designs","Other IDs","First Received","Start Date","Completion Date","Last Updated","Last Verified","Results First Received","Acronym","Primary Completion Date","Outcome Measures","URL"
159,"NCT00182819","Radiation Therapy or Temozolomide in Treating Patients With Gliomas","Completed","No Results Available","Brain and Central Nervous System Tumors","Drug: temozolomide|Radiation: radiation therapy","European Organisation for Research and Treatment of Cancer - EORTC|NCIC Clinical Trials Group|British Medical Research Council|Trans-Tasman Radiation Oncology Group (TROG)","All","18 Years and older   (Adult, Senior)","Phase 3","709","Other","Interventional","Allocation: Randomized|Masking: Open Label|Primary Purpose: Treatment","EORTC-22033-26033|2004-002714-11|CAN-NCIC-CE5|TROG 06.01|MRC-BR13","September 15, 2005","July 2005","May 2014","October 11, 2016","October 2016","No Study Results Posted","null","August 2013","Progression-free survival|Overall survival|Quality of life as measured by QLQ-C30 v3.0 and EORTC BN-20|Mini-Mental State Examination|Adverse events as measured by CTCAE v3.0","https://ClinicalTrials.gov/show/NCT00182819"
160,"NCT02177578","Subventricular Zone (SVZ) and Temozolomide in Glioblastoma Multiforme","Recruiting","No Results Available","Glioblastoma Multiforme","Drug: Temozolomide|Radiation: Subventricular Zone radiation|Radiation: Neural Progenitor Cell Sparing radiation","Sidney Kimmel Comprehensive Cancer Center","All","18 Years to 100 Years   (Adult, Senior)","Phase 2","60","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","J1426|IRB00031466","May 6, 2014","May 2014","null","September 20, 2016","September 2016","No Study Results Posted","null","June 2020","Change from Baseline to Initial Progression|Progression Free Survival|Rate of Distant Brain Progression|Multifocal Disease Development|Location of Disease Progression|Neurocognitive Function Change from Baseline|Composite Cognitive Function Change from Baseline|Cognitive Function Change from Baseline|Quality of Life Change from Baseline|Acute and Late Toxicity Change from Baseline|Pathologically Confirmed Necrosis Change from Baseline|Pseudo-Progression Change from Baseline|Overall Survival","https://ClinicalTrials.gov/show/NCT02177578"
161,"NCT00615186","Glioblastoma Multiforme (GBM) Locoregional Agent Survival Study - Anti-tenascin Radiolabeled Antibody Therapy","Terminated","No Results Available","Glioblastoma Multiforme","Drug: Neuradiab + Radiotherapy + Temozolomide|Drug: Radiation Therapy + Temozolomide","Bradmer Pharmaceuticals Inc.","All","18 Years and older   (Adult, Senior)","Phase 3","9","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","BRAD-301","February 1, 2008","June 2008","December 2013","February 8, 2011","February 2011","No Study Results Posted","Glass-Art","August 2013","The primary measure of efficacy is overall survival (OS).|Progression-free survival (PFS) is the sole secondary measure of efficacy.","https://ClinicalTrials.gov/show/NCT00615186"
162,"NCT00022711","Temozolomide in Treating Patients With Relapsed or Progressive Small Cell Lung Cancer","Completed","No Results Available","Lung Cancer","Drug: temozolomide","Fox Chase Cancer Center|National Cancer Institute (NCI)","All","18 Years and older   (Adult, Senior)","Phase 2","7","Other|NIH","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","FCCC-01020|NCI-G01-2005","August 10, 2001","January 2002","January 2004","July 10, 2013","July 2013","No Study Results Posted","null","January 2004","","https://ClinicalTrials.gov/show/NCT00022711"
163,"NCT00249964","Combination Paclitaxel, Carboplatin and Temozolomide","Completed","No Results Available","Lung Diseases|Cancer","Drug: Combination Treatment - Cohort 1|Drug: Combination Treatment - Cohort 2|Drug: Combination Treatment - Cohort 3|Drug: Combination Treatment - Cohort 4","New Mexico Cancer Care Alliance","All","18 Years and older   (Adult, Senior)","Phase 1","15","Other","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","0100C","November 3, 2005","November 2003","March 2011","January 15, 2016","January 2016","No Study Results Posted","null","March 2011","Maximum Tolerated Dose of Temozolomide in Combination with Fixed Doses of Paclitaxel and Carboplatin|Tumor response rate","https://ClinicalTrials.gov/show/NCT00249964"
164,"NCT00881595","Proton Chemoradiotherapy for High-Risk Soft Tissue Sarcomas","Withdrawn","No Results Available","Soft Tissue Sarcomas","Drug: Chemoradiotherapy Temozolomide|Radiation: Proton therapy|Procedure: Proton Chemoradiotherapy followed by surgery","University of Florida","All","55 Years and older   (Adult, Senior)","Phase 2","0","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment","UFPTI 0803-SA02","April 13, 2009","February 2009","November 2012","February 9, 2017","February 2017","No Study Results Posted","SA02","November 2012","Assess treatment feasibility of neoadjuvant temozolomide-based proton chemoradiotherapy for high-risk soft tissue sarcoma|Evaluate acute and late toxicities","https://ClinicalTrials.gov/show/NCT00881595"
165,"NCT00704808","Post Marketing Surveillance: Newly Diagnosed Glioblastoma Multiforme Treated With Radiotherapy/Temozolomide and Adjuvant Temozolomide (Study P04739)","Completed","Has Results","Glioblastoma","Procedure: Primary surgical treatment|Radiation: Radiotherapy|Drug: Temozolomide","Merck Sharp & Dohme Corp.","All","18 Years and older   (Adult, Senior)","","180","Industry","Observational","Observational Model: Cohort|Time Perspective: Prospective","P04739","June 23, 2008","May 2006","December 2008","September 8, 2015","September 2015","March 17, 2010","null","December 2008","Median Progression Free Survival After Primary Surgical Treatment, Concomitant and Adjuvant Chemotherapy With Temozolomide, for Patients With Newly Diagnosed Glioblastoma Multiforme","https://ClinicalTrials.gov/show/NCT00704808"
166,"NCT03156036","Phase II Study of Preoperative Chemoradiotherapy With Capecitabine With or Without Temozolomide in Patients With Locally Advanced Rectal Cancer","Not yet recruiting","No Results Available","Advanced Rectal Cancer","Drug: Capecitabine plus temozolomide VS Capecitabine","Asan Medical Center","All","20 Years and older   (Adult, Senior)","Phase 2","246","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: No masking|Primary Purpose: Treatment","TemoCap","May 3, 2017","May 2017","February 2021","May 15, 2017","May 2017","No Study Results Posted","null","February 2020","Pathologic complete response rate(Pathologic staging and tumor regression grade.)","https://ClinicalTrials.gov/show/NCT03156036"
167,"NCT01505608","Randomized Efficacy Study of TPI 287 to Treat Primary Refractory or Early Relapsed Neuroblastoma","Terminated","Has Results","Neuroblastoma","Drug: TPI 287|Drug: Temozolomide|Drug: Irinotecan","Giselle Sholler|Cortice Biosciences, Inc.|Spectrum Health Hospitals","All","12 Months to 21 Years   (Child, Adult)","Phase 1|Phase 2","14","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Open Label|Primary Purpose: Treatment","NMTRC 005","January 4, 2012","December 2011","December 2014","September 9, 2016","September 2016","May 10, 2016","null","December 2014","Number of Participants With Adverse Events as a Measure of Safety and Tolerability|Overall Response Rate (ORR) of Participants Using RECIST Criteria|Pharmacokinetics (PK) of TPI 287 in the Phase I Population of This Trial.|Measure Quality of Life of Children Receiving TPI287 Using PedsQL Questionnaires|Progression Free Survival (PFS) of Participants Using Days Until Progression|Median Overall Survival (OS) of Participants","https://ClinicalTrials.gov/show/NCT01505608"
168,"NCT02928575","Combining Sunitinib, Temozolomide and Radiation to Treat Patients Diagnosed With Glioblastoma","Recruiting","No Results Available","Glioblastoma Multiforme","Drug: Sunitinib|Drug: Temozolomide|Radiation: Radiation Therapy","Bassam Abdulkarim|Pfizer|Canadian Cancer Society Research Institute (CCSRI)|McGill University Health Center","All","18 Years to 70 Years   (Adult, Senior)","Phase 2","45","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","McG 1132","January 14, 2016","August 2012","June 2017","October 6, 2016","October 2016","No Study Results Posted","null","December 2016","Tumor Response Rate|Overall Survival|Progression free survival|Biomarkers (Cytokines) response|Adverse Events|level of functioning|Increase use of corticosteroids","https://ClinicalTrials.gov/show/NCT02928575"
169,"NCT02655601","Trial of Newly Diagnosed High Grade Glioma Treated With Concurrent Radiation Therapy, Temozolomide and BMX-001","Recruiting","No Results Available","High Grade Glioma, Glioblastoma","Drug: BMX-001|Radiation: Radiation Therapy|Drug: Temozolomide","BioMimetix JV, LLC|Duke Cancer Institute","All","18 Years and older   (Adult, Senior)","Phase 1|Phase 2","66","Industry|Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","BMX-HGG-001","January 12, 2016","May 2016","February 2022","December 5, 2016","December 2016","No Study Results Posted","BMX-HGG","February 2021","Phase 1 - Maximum tolerated dose (MTD) of BMX-001 in combination with standard radiation therapy and temozolomide, defined as the dose level that has an estimated dose limited toxicity (DLT) rate nearest to 0.25.|Phase 2 - Median overall survival (time to death from randomization) for newly diagnosed HGG patients receiving BMX-001 plus standard radiation therapy and temozolomide.|Safety and tolerability of BMX-001 in combination with standard radiation therapy and temozolomide in newly diagnosed high grade glioma patients will be assessed as the proportion of patients with a DLT.|Median overall survival (time to death from the time protocol treatment is initiated).|Progression-free survival (time between initiation of protocol treatment and the first recurrence of disease or death).|Mean change between baseline and week 24 in normalized scores for cognition using standardized cognitive tests and computerized battery central nervous system (CNS) Vital Signs.|Proportion of patients with radiographic response after treatment with BMX-001 in combination with standard radiation therapy and temozolomide in newly diagnosed high grade glioma patients.|Peak plasma concentrations (Cmax) for BMX-001.|Area under the plasma concentration versus time curve (AUC) for BMX-001.","https://ClinicalTrials.gov/show/NCT02655601"
170,"NCT00362570","Temozolomide in Patients With Newly Diagnosed Anaplastic Oligodendroglioma and Mixed Oligoastrocytoma","Completed","No Results Available","Oligoastrocytoma, Mixed|Anaplastic Oligodendroglioma","Drug: Temozolomide","Ohio State University Comprehensive Cancer Center","All","18 Years and older   (Adult, Senior)","Phase 2","1","Other","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","OSU-0222","August 8, 2006","May 2005","March 2011","May 4, 2015","May 2015","No Study Results Posted","null","April 2007","Determine progression free survival and response rate in patients with newly diagnosed AO and MOA of Temozolomide given every other week.|Assess the quality of life in this patient population using validated quality of life instruments.","https://ClinicalTrials.gov/show/NCT00362570"
171,"NCT00437957","Phase I Study of Temozolomide, Valproic Acid and Radiation Therapy in Patients With Brain Metastases","Terminated","No Results Available","Brain Metastases","Drug: Temozolomide|Drug: Valproic Acid|Procedure: Whole Brain Radiation Therapy","H. Lee Moffitt Cancer Center and Research Institute|Schering-Plough","All","18 Years and older   (Adult, Senior)","Phase 1","10","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment","MCC-14886|105003A","February 19, 2007","December 2006","April 2009","February 20, 2017","June 2011","No Study Results Posted","null","April 2009","Safety and tolerability of temozolomide in combination with VPA and Whole-Brain Radiation|Determination of the MTD of VPA in combination with temozolomide and Whole-Brain Radiation|Response rate|Pharmacokinetics|Histone acetylation","https://ClinicalTrials.gov/show/NCT00437957"
172,"NCT01105702","Temodar (Temozolomide), Bevacizumab, Lithium and Radiation for High Grade Glioma","Terminated","Has Results","Brain Cancer","Drug: Temozolomide|Drug: Bevacizumab|Drug: Lithium Carbonate|Radiation: Radiation","New York University School of Medicine|Genentech, Inc.|Atlantic Health System","All","18 Years and older   (Adult, Senior)","Phase 2","28","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","NYU 07-712","April 12, 2010","May 2010","April 2015","July 6, 2016","July 2016","October 5, 2015","null","April 2014","Median Progression-Free Survival (PFS)|Median Overall Survival (OS)|Number of Patients With Grade 3 or 4 Adverse Events","https://ClinicalTrials.gov/show/NCT01105702"
173,"NCT02477813","Temozolomide in Patients Affected by Relapsed Sensitive or Refractory Small Cell Lung Cancer With MGMT Methylation","Recruiting","No Results Available","Small Cell Lung Cancer Recurrent","Drug: Temozolomide","Istituto Scientifico Romagnolo per lo Studio e la cura dei Tumori","All","18 Years to 75 Years   (Adult, Senior)","Phase 2","19","Other","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","IRST162.09","June 16, 2015","January 2015","January 2018","September 28, 2016","September 2016","No Study Results Posted","TeRes","January 2018","Overall Response Rate (ORR):|Time to tumor progression (TTP)|Overall survival time (OS):","https://ClinicalTrials.gov/show/NCT02477813"
