"Rank","NCT Number","Title","Recruitment","Study Results","Conditions","Interventions","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Types","Study Designs","Other IDs","First Received","Start Date","Completion Date","Last Updated","Last Verified","Results First Received","Acronym","Primary Completion Date","Outcome Measures","URL"
583,"NCT00823186","Dose-finding Study of Weekly Paclitaxel and Cisplatin in FIGO IB2 and Bulky IIA Cervical Cancer","Unknown status","No Results Available","Cervical Cancer","Drug: Phyxol(Paclitaxel)","Chang Gung Memorial Hospital|Sinphar Pharmaceutical Co., Ltd","Female","35 Years to 70 Years   (Adult, Senior)","Phase 1","21","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","97-0365A3","January 13, 2009","February 2009","January 2013","January 3, 2010","January 2009","No Study Results Posted","Chemothreapy","January 2012","to establish an optimal dose of weekly cisplatin plus paclitaxel for 3 cyclesas neoadjuvant chemotherapy (NAC) for FIGO IB2 and bulky IIA, squamous cell cervical cancer, followed by radical hysterectomy and pelvic lymphadenectomy|to evaluate the toxicity of the study regimen and its impact to the radical hysterectomy after neoadjuvant chemotherapy|to evaluate the overall tumor response to the neoadjuvant chemotherapy","https://ClinicalTrials.gov/show/NCT00823186"
584,"NCT00006389","Bryostatin 1 and Cisplatin in Treating Patients With Metastatic or Unresectable Stomach Cancer","Completed","Has Results","Stage III Gastric Cancer|Stage IV Gastric Cancer","Drug: bryostatin 1|Drug: cisplatin|Other: laboratory biomarker analysis","National Cancer Institute (NCI)","All","18 Years and older   (Adult, Senior)","Phase 2","12","NIH","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","NCI-2012-02361|CHNMC-PHII-22|CDR0000068267|NCI-T99-0040|PHII-22 (USC 3S-00-1)|T99-0040|N01CM17101","October 4, 2000","October 2000","March 2010","September 26, 2014","October 2013","September 26, 2014","null","March 2010","Observed Response Rate.|Overall Survival|Progression-free Survival","https://ClinicalTrials.gov/show/NCT00006389"
585,"NCT01704690","Combination Treatment of S-1 With Paclitaxel in Advanced Esophageal Cancer","Terminated","No Results Available","Esophageal Cancer","Drug: S-1 and Paclitaxel|Drug: Paclitaxel and Cisplatin|Drug: 5-FU and Cisplatin","Peking University","All","18 Years to 75 Years   (Adult, Senior)","Phase 2|Phase 3","4","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: No masking|Primary Purpose: Treatment","ESCC001","October 4, 2012","August 2012","March 2017","April 5, 2017","April 2017","No Study Results Posted","null","March 2017","Response rate|The median overall survival time|Median progression-free time|Number of Participants with Adverse Events and the degree of each adverse event","https://ClinicalTrials.gov/show/NCT01704690"
586,"NCT00970996","Cisplatin, Temozolomide, Abraxane, With Interleukin-2 and Interferon for Metastatic Melanoma","Completed","No Results Available","Melanoma","Drug: Temozolomide|Drug: Abraxane|Drug: Cisplatin|Biological: Interleukin-2|Biological: Interferon alpha 2b","M.D. Anderson Cancer Center","All","18 Years to 65 Years   (Adult)","Phase 1","10","Other","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","2009-0124","September 2, 2009","September 2009","December 2012","December 31, 2012","December 2012","No Study Results Posted","BCAA","December 2012","Response Rate","https://ClinicalTrials.gov/show/NCT00970996"
587,"NCT01369641","The Effect of Sodium Thiosulfate Eardrops on Hearing Loss in Patients Who Receive Cisplatin Therapy","Terminated","Has Results","Cancer","Procedure: Insertion of Pressure Equalization (PE) Tubes|Drug: Sodium Thiosulfate (STS)|Other: Saline (Placebo)|Drug: Cisplatin","Sidney Kimmel Cancer Center at Thomas Jefferson University|Thomas Jefferson University","All","18 Years and older   (Adult, Senior)","","1","Other","Interventional","Allocation: Randomized|Intervention Model: Single Group Assignment|Masking: Double Blind (Participant, Investigator)|Primary Purpose: Prevention","11D.99|2011-03","June 7, 2011","August 2011","August 2017","October 19, 2016","October 2016","January 24, 2014","null","March 2012","Efficacy of Intratympanic Sodium Thiosulfate (STS)","https://ClinicalTrials.gov/show/NCT01369641"
588,"NCT02024841","Intraperitoneal Docetaxel With Cisplatin and TS-ONE for Gastric Cancer With Peritoneal Carcinomatosis","Recruiting","No Results Available","Gastric Cancer|Peritoneal Carcinomatosis","Drug: Intraperitoneal docetaxel","The University of Hong Kong|Taiho Pharmaceutical Co., Ltd.","All","18 Years and older   (Adult, Senior)","Phase 1","18","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","HKUGCDTC01","December 27, 2013","December 2013","September 2018","November 2, 2016","November 2016","No Study Results Posted","null","December 2017","Maximum tolerated dose and recommended dose|Clinical response rate|Overall survival","https://ClinicalTrials.gov/show/NCT02024841"
589,"NCT01998529","Hyperthermic Thoracic Perfusion (HITEC) for Children, Adolescents and Adults With Sarcomas","Recruiting","No Results Available","Lung Cancer","Drug: Cisplatin|Drug: Amifostine","M.D. Anderson Cancer Center","All","3 Years to 21 Years   (Child, Adult)","Phase 1","30","Other","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","2012-0657|NCI-2014-00510","November 19, 2013","August 2014","null","October 6, 2016","October 2016","No Study Results Posted","null","August 2018","Maximum Tolerated Dose (MTD) of Hyperthermic Intrathoracic Pleural Chemotherapy (HITC)|Time to Relapse","https://ClinicalTrials.gov/show/NCT01998529"
590,"NCT01911598","A Study of MEHD7945A in Combination With Cisplatin and 5-Fluorouracil (5-FU) or Paclitaxel and Carboplatin in Participants With Recurrent/Metastatic Squamous Cell Carcinoma of the Head and Neck (R/M SCCHN)","Active, not recruiting","No Results Available","Head and Neck Cancer","Drug: 5-FU|Drug: Carboplatin|Drug: Cisplatin|Drug: MEHD7945A|Drug: Paclitaxel","Genentech, Inc.","All","18 Years and older   (Adult, Senior)","Phase 1","24","Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: No masking|Primary Purpose: Treatment","GO28909|2013-001285-42","July 26, 2013","September 19, 2013","April 17, 2018","May 2, 2017","May 2017","No Study Results Posted","null","April 17, 2018","Percentage of Participants With DLTs|Percentage of Participants with Adverse Events|Area Under Concentration-Time Curve From Day 1 to 21 (AUC0-21d) of MEHD7945A|Maximum Serum Concentration (Cmax) of MEHD7945A|Minimum Serum Concentration (Cmin) of MEHD7945A|Cmax of Cisplatin|Area Under Concentration-Time Curve From 0 to 6 Hours (AUC0-6h) of Cisplatin|Plasma Concentrations of 5-FU|Cmax of Carboplatin|AUC0-6h of Carboplatin|Cmax Normalized by Dose (Cmax/D) of Carboplatin|AUC0-6h Normalized by Dose (AUC0-6h/D) of Carboplatin|Cmax of Paclitaxel|Area Under Concentration-Time Curve From 0 to 24 Hours (AUC0-24h) of Paclitaxel|Plasma Half-Life (t1/2) of Paclitaxel|Percentage of Participants With Anti-Therapeutic Antibodies to MEHD7945A|Percentage of Participants With Objective Response (Complete Response [CR] or Partial Response [PR]) as Assessed by Modified Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1)|Percentage of Participants With Disease Control (CR or PR or Stable Disease [SD]) as Assessed by Modified RECIST v1.1 Criteria|Duration of Objective Response (CR or PR) as Assessed by Modified RECIST v1.1 Criteria|Progression-Free Survival as Assessed by Modified RECIST v1.1 Criteria","https://ClinicalTrials.gov/show/NCT01911598"
591,"NCT00349089","Trial on Refinement of Early Stage Lung Cancer Adjuvant Therapy","Unknown status","No Results Available","Non-small Cell Lung Cancer","Drug: Pemetrexed|Drug: Cisplatin|Drug: Vinorelbine","Thoraxklinik am Universitätsklinikum Heidelberg","All","18 Years to 74 Years   (Adult, Senior)","Phase 2","134","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","TREAT|EudraCT Number 2005-004840-30","July 4, 2006","October 2006","December 2013","May 2, 2011","May 2011","No Study Results Posted","null","December 2013","To determine the clinical feasibility rate of 4 cycles of adjuvant chemotherapy with Pemetrexed and Cisplatin vs. Vinorelbine and Cisplatin|To determine and compare the drug delivery between both treatment arms|To determine the Time to Treatment Failure (TTTF)|To determine the Distant Metastases Free Survival (DMFS)|To determine the Local Relapse Free Survival (LRFS)|To determine the Overall Survival (OS)|To determine the Localization of Relapse|To determine dose delivery|To determine the Relapse Free Survival (RFS)","https://ClinicalTrials.gov/show/NCT00349089"
592,"NCT00757172","Panitumumab, Docetaxel, Cisplatin, Radiation Therapy, and Surgery in Treating Patients With Newly Diagnosed, Locally Advanced Esophageal Cancer or Cancer of the Gastroesophageal Junction","Completed","Has Results","Adenocarcinoma of the Gastroesophageal Junction|Esophageal Cancer","Biological: panitumumab|Drug: cisplatin|Drug: docetaxel|Procedure: neoadjuvant therapy|Procedure: therapeutic conventional surgery|Radiation: radiation therapy","Alliance for Clinical Trials in Oncology|National Cancer Institute (NCI)|Amgen","All","18 Years and older   (Adult, Senior)","Phase 2","70","Other|NIH|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","ACOSOG-Z4051|CDR0000596674|NCI-2009-00346|U10CA076001","September 22, 2008","January 2009","December 2014","February 10, 2016","February 2016","July 25, 2014","null","November 2011","Number of Participants With Pathologic Complete Response Following Surgery|Number of Participants With Near-complete Response Rate (≤ 10% Residual Cancer in Primary Tumor Viable)|Percentage of Participants With 3-year Overall Survival|Percentage of Participants With 2-year Disease-free Survival|Number of Participants With Frequent (>=15% Grade 3/4 Incidence) Adverse Events Regardless of Attribution","https://ClinicalTrials.gov/show/NCT00757172"
593,"NCT02341989","Adjuvant Bleomycin, Etoposide and Cisplatin (BEP) Versus Carboplatin in Stage I Seminomatous Testicular Cancer","Recruiting","No Results Available","Testicular Neoplasms|Seminoma","Drug: Bleomycin Etoposide and Cisplatin|Drug: Carboplatin","St. Olavs Hospital|Skåne University Hospital|Haukeland University Hospital|University Hospital of North Norway|Sahlgrenska University Hospital, Sweden|Karolinska Institutet|Oslo University Hospital|Uppsala University Hospital|University Hospital, Linkoeping|Skane University Hospital|Norrlands University Hospital","Male","18 Years to 60 Years   (Adult)","Phase 3","348","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","2014/2012|2014-004075-23","January 14, 2015","April 2015","December 2020","October 13, 2016","October 2016","No Study Results Posted","SWENOTECA-ABC","December 2020","Relapse rate","https://ClinicalTrials.gov/show/NCT02341989"
594,"NCT00354679","Irinotecan, Cisplatin, Bevacizumab, Radiation Therapy, and Surgery in Treating Patients With Locally Advanced Esophageal Cancer","Completed","Has Results","Esophageal Cancer","Biological: bevacizumab|Drug: cisplatin|Drug: irinotecan hydrochloride|Genetic: proteomic profiling|Other: diagnostic laboratory biomarker analysis|Other: mass spectrometry|Procedure: adjuvant therapy|Procedure: neoadjuvant therapy|Procedure: therapeutic conventional surgery|Radiation: radiation therapy","Memorial Sloan Kettering Cancer Center|National Cancer Institute (NCI)","All","18 Years to 120 Years   (Adult, Senior)","Phase 2","34","Other|NIH","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","06-013|P30CA008748|MSKCC-06013","July 19, 2006","April 2006","June 2015","April 12, 2016","April 2016","January 14, 2016","null","June 2015","Evaluation of Safety and Toxicity","https://ClinicalTrials.gov/show/NCT00354679"
595,"NCT02357147","Study of the Safety and Efficacy of Amatuximab in Combination With Pemetrexed and Cisplatin in Subjects With Unresectable Malignant Pleural Mesothelioma (MPM).","Active, not recruiting","No Results Available","Mesothelioma, Malignant","Drug: Placebo|Drug: Amatuximab|Drug: Pemetrexed|Drug: Cisplatin","Morphotek","All","18 Years to 99 Years   (Adult, Senior)","Phase 2","108","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Primary Purpose: Treatment","MORAb-009-201","January 14, 2015","November 4, 2015","September 2018","February 8, 2017","February 2017","No Study Results Posted","ARTEMIS","September 2017","Overall Survival (OS)|Progression Free Survival (PFS)|Objective Response Rate [ORR]|Duration of response (DR)|Disease control rates (DCR)|Duration of disease control (DDC)|Health related quality of life (QOL)|Duration of Performance Status Maintenance (DPSM)|Safety and tolerability as a measure of number of participants with Adverse Events (AEs)/Serious Adverse Events (SAEs)|Pharmacokinetic (PK) and pharmacodynamic (PD) profile","https://ClinicalTrials.gov/show/NCT02357147"
596,"NCT01286766","Neoadjuvant Combination Chemotherapy of DCS (Cisplatin + Docetaxel + S-1) and DCF (Docetaxel + Cisplatin + 5-FU) in Patients With Locally Advanced Gastric Adenocarcinoma","Completed","No Results Available","Gastric Cancer","Drug: DCS (docetaxel with cisplatin with TS-1)|Drug: DCF (docetaxel with cisplatin with 5-FU)","Yonsei University","All","18 Years to 70 Years   (Adult, Senior)","Phase 2","6","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","4-2009-0332","January 27, 2011","September 2009","June 2012","March 4, 2014","March 2014","No Study Results Posted","null","June 2012","RECIST(Response Evaluation Criteria in Solid Tumors)","https://ClinicalTrials.gov/show/NCT01286766"
597,"NCT01642251","Cisplatin and Etoposide With or Without Veliparib in Treating Patients With Extensive Stage Small Cell Lung Cancer or Metastatic Large Cell Neuroendocrine Non-small Cell Lung Cancer","Active, not recruiting","No Results Available","Extensive Stage Small Cell Lung Carcinoma|Large Cell Lung Carcinoma|Neuroendocrine Carcinoma|Small Cell Carcinoma|Stage IV Non-Small Cell Lung Cancer","Drug: Cisplatin|Drug: Etoposide|Other: Laboratory Biomarker Analysis|Other: Placebo|Other: Quality-of-Life Assessment|Other: Questionnaire Administration|Drug: Veliparib","National Cancer Institute (NCI)","All","18 Years and older   (Adult, Senior)","Phase 1|Phase 2","168","NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Participant, Investigator|Primary Purpose: Treatment","NCI-2012-01985|ECOG-E2511|CDR0000736704|E2511|U10CA180820|U10CA021115","July 13, 2012","September 28, 2012","null","May 24, 2017","May 2017","No Study Results Posted","null","January 31, 2018","Maximum-tolerated dose of veliparib based on the incidence of dose-limiting toxicity as assessed by the Common Terminology Criteria for Adverse Events version 4.0 (Phase I)|PFS (Phase II)|Best objective response evaluated via RECIST 1.1 (Phase II)|OS (Phase II)|Toxicity will be determined using the CTCAE version 4.0 criteria (Phase II)","https://ClinicalTrials.gov/show/NCT01642251"
