"Rank","NCT Number","Title","Recruitment","Study Results","Conditions","Interventions","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Types","Study Designs","Other IDs","First Received","Start Date","Completion Date","Last Updated","Last Verified","Results First Received","Acronym","Primary Completion Date","Outcome Measures","URL"
208,"NCT00564512","Fludarabine, Cyclophosphamide, and Rituximab or Alemtuzumab in Treating CLL2007 CLL 2007 FMP","Completed","No Results Available","Leukemia","Biological: Campath|Biological: rituximab|Drug: cyclophosphamide|Drug: fludarabine","French Innovative Leukemia Organisation","All","18 Years to 65 Years   (Adult)","Phase 3","178","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","CDR0000577580|CLL-2007-FMP","November 27, 2007","November 2007","July 2013","July 24, 2013","April 2009","No Study Results Posted","null","January 2009","Progression-free survival at 36 months|Disease-free survival|Event-free survival|Overall survival|Time to next treatment|Overall response rate (complete response [CR] and partial response [PR])|Duration of phenotypic, molecular, NCI complete and partial responses|Response rates and survival times in biological subgroups|Treatment-related adverse effects","https://ClinicalTrials.gov/show/NCT00564512"
209,"NCT02082405","Bortezomib, Dexamethasone, and Cyclophosphamide in Treating Older Patients With Multiple Myeloma","Withdrawn","No Results Available","Stage I Multiple Myeloma|Stage II Multiple Myeloma|Stage III Multiple Myeloma","Drug: bortezomib|Drug: cyclophosphamide|Drug: dexamethasone|Other: laboratory biomarker analysis|Other: quality-of-life assessment","Case Comprehensive Cancer Center|National Cancer Institute (NCI)","All","65 Years and older   (Adult, Senior)","Phase 2","0","Other|NIH","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","CASE3A13|NCI-2014-00250|CASE 3A13|P30CA043703","March 6, 2014","April 2015","null","April 23, 2015","April 2015","No Study Results Posted","null","August 2016","Overall Response rate in accordance with the IMWG Uniform Response criteria|Incidence of toxicities according to National Cancer Institute Common Terminology Criteria for Adverse Events version 4|Changes in quality of life as assessed by the Functional Assessment of Cancer Therapy-General|Changes in functional status|Overall Survival","https://ClinicalTrials.gov/show/NCT02082405"
210,"NCT02244125","A Multicenter Open Label Phase II Study of Pomalidomide and Cyclophosphamide and Dexamethasone in Relapse/Refractory Multiple Myeloma Patients Who Were First Treated Within the IFM/DFCI 2009 Trial","Active, not recruiting","No Results Available","Multiple Myeloma|First Relapse","Drug: PCD|Procedure: Autologous transplantation (ASCT)","Institut Curie|Intergroupe Francophone du Myelome|Celgene Corporation","All","18 Years to 70 Years   (Adult, Senior)","Phase 2","100","Other|Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: No masking|Primary Purpose: Treatment","IC 2013-05","September 8, 2014","April 2014","December 2020","May 9, 2017","May 2017","No Study Results Posted","PCD","January 2017","Response rate (Partial response (PR) or better)|Safety : incidence of Adverse Events and Serious Adverse Events and laboratory abnormalities","https://ClinicalTrials.gov/show/NCT02244125"
211,"NCT00589901","An All-Oral Combination of Capecitabine and Cyclophosphamide in Patients With Metastatic Breast Cancer (MBC)","Unknown status","No Results Available","Breast Cancer","Drug: capecitabine and cyclophosphamide","Fudan University","Female","18 Years to 70 Years   (Adult, Senior)","Phase 2","60","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","200507CX","December 26, 2007","August 2006","December 2008","April 17, 2008","April 2008","No Study Results Posted","null","December 2008","TTP (first treatment of this regimen to disease progression)|side effects|pharmacogenetic analysis","https://ClinicalTrials.gov/show/NCT00589901"
212,"NCT00201721","Pentostatin, and Rituximab With and Without Cyclophosphamide for Previously Untreated B-Chronic Lymphocytic Leukemia","Completed","No Results Available","B-Chronic Lymphocytic Leukemia","Drug: Pentostatin|Drug: Rituximab|Drug: Cyclophosphamide","Ohio State University Comprehensive Cancer Center|Astex Pharmaceuticals","All","18 Years and older   (Adult, Senior)","Phase 2","28","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment","OSU-0143","September 12, 2005","July 2002","September 2006","February 6, 2017","February 2017","No Study Results Posted","null","July 2006","To assess the rate of complete and overall response using rituximab and pentostatin with and without cyclophosphamide.|To monitor and assess toxicity of this regimen.","https://ClinicalTrials.gov/show/NCT00201721"
213,"NCT02664103","Study of Capecitabine and Cyclophosphamide Administered as a Single Pill in Patients With Advanced Breast Cancer","Active, not recruiting","No Results Available","Breast Cancer Metastatic","Drug: Fixed-dose combination of capecitabine and cyclophosphamide SAR439281","Sanofi","Female","18 Years to 65 Years   (Adult)","Phase 2","54","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: No masking|Primary Purpose: Treatment","CAPCYR07568|U1111-1166-1149","January 15, 2016","January 2016","June 2017","March 31, 2017","March 2017","No Study Results Posted","METRO-ABC","June 2017","Proportion of patients with adverse events|Assessment of PK parameter: maximum concentration (Cmax)|Assessment of PK parameter: time to reach Cmax (Tmax)|Disease Control Rate (DCR)|Objective Response Rate (ORR)|Time to Progression (TTP)|Proportion of patients compliant with treatment","https://ClinicalTrials.gov/show/NCT02664103"
214,"NCT02684071","Phase II Study of Intraventricular Methotrexate in Children With Recurrent or Progressive Malignant Brain Tumors","Recruiting","No Results Available","Recurrent Childhood Medulloblastoma|Recurrent Childhood Ependymoma|Childhood Atypical Teratoid/Rhabdoid Tumor|Embryonal Tumor With Abundant Neuropil and True Rosettes|Metastatic Malignant Neoplasm to the Leptomeninges","Drug: Intra thecal methotrexate|Drug: topotecan|Drug: cyclophosphamide","Nicklaus Children's Hospital f/k/a Miami Children's Hospital","All","up to 22 Years   (Child, Adult)","Phase 2","10","Other","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","NCH-CNS-1601","February 11, 2016","February 2016","February 2020","January 12, 2017","January 2017","No Study Results Posted","null","February 2018","Tumor response|Toxicity of chemotherapy regimen (topotecan and cyclophosphamide)","https://ClinicalTrials.gov/show/NCT02684071"
215,"NCT02549677","Epirubicin Versus Docetaxel Plus Cyclophosphamide in Lymph Node Negative, ER-positive, Her2-negative Breast Cancer","Recruiting","No Results Available","Breast Neoplasms","Drug: Epirubicin|Drug: Docetaxel|Drug: cyclophosphamide","Ruijin Hospital","Female","18 Years to 70 Years   (Adult, Senior)","Phase 4","264","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: No masking|Primary Purpose: Treatment","RJBC1506","September 6, 2015","October 2015","September 2019","April 10, 2017","April 2016","No Study Results Posted","ELEGANT","September 2017","number of participants with grade 3-4 neutropenia assessed by CTCAE v4.0|number of participants with grade 3-4 leukopenia assessed by CTCAE v4.0|number of participants with febrile neutropenia assessed by CTCAE v4.0|breast cancer relapse|all cause mortality","https://ClinicalTrials.gov/show/NCT02549677"
216,"NCT01120171","Myocet Plus Endoxan for Older Patients With Breast Cancer","Terminated","No Results Available","Breast Cancer","Drug: Cyclophosphamide|Drug: Liposomal-encapsulated doxorubicin","Hellenic Oncology Research Group","Female","18 Years and older   (Adult, Senior)","Phase 2","64","Other","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","CT/08.32","May 5, 2010","September 2009","May 2015","October 6, 2015","October 2015","No Study Results Posted","null","May 2015","Overall Response Rate|Toxicity profile|Time to Tumor Progression|Overall Survival","https://ClinicalTrials.gov/show/NCT01120171"
217,"NCT01614197","A Trial of Temsirolimus With Etoposide and Cyclophosphamide in Children With Relapsed Acute Lymphoblastic Leukemia and Non-Hodgkins Lymphoma","Recruiting","No Results Available","Lymphoblastic Leukemia, Acute, Childhood|Lymphoblastic Lymphoma|Peripheral T-cell Lymphoma","Drug: Temsirolimus|Drug: Etoposide|Drug: Etoposide|Drug: Cyclophosphamide|Drug: Methotrexate|Drug: Hydrocortisone|Drug: Cytarabine","Therapeutic Advances in Childhood Leukemia Consortium|Pfizer","All","1 Year to 21 Years   (Child, Adult)","Phase 1","30","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","T2014-001","May 18, 2012","March 2015","December 2019","May 31, 2016","May 2016","No Study Results Posted","null","December 2018","The dose of temsirolimus that can be safely given with etoposide and cyclophosphamide.|The response rate after treatment.|Responsiveness of patient lymphoblasts to mTOR inhibition using in-vitro and in-vivo pharmacodynamic (PD) assessments.|Minimal residual disease (MRD) levels present at end of cycle 1 therapy in patients with bone marrow involvement.","https://ClinicalTrials.gov/show/NCT01614197"
218,"NCT02461888","Phase II Randomised Trial of Cyclophosphamide and Dexamethasone in Combination With Ixazomib in Relapsed or Refractory Multiple Myeloma.","Recruiting","No Results Available","Multiple Myeloma","Drug: Ixazomib|Drug: Cyclophosphamide|Drug: Dexamethasone","University of Leeds|Myeloma UK|Millennium Pharmaceuticals, Inc.","All","18 Years and older   (Adult, Senior)","Phase 2","250","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","HM13/10993","June 1, 2015","December 2015","May 2019","November 16, 2016","May 2016","No Study Results Posted","MUKEight","May 2018","Progression free survival|Response to treatment|Maximum response|Time to progression|Time to maximum response|Response duration|Overall survival|Evaluate the safety and toxicity as measured by adverse reactions and serious adverse event reporting.|Treatment compliance measured by treatment delays and missed treatment doses.|Quality of life measured by the completion of EQ-5D and EORTC QLQ-C30 questionnaires|Cost effectiveness of treatment assessed by health economic evaluations.","https://ClinicalTrials.gov/show/NCT02461888"
219,"NCT01166113","Pomalidomide, Cyclophosphamide and Prednisone (PCP) in Patients With Multiple Myeloma (MM) Relapsed and/or Refractory to Lenalidomide","Active, not recruiting","No Results Available","Multiple Myeloma","Drug: Pomalidomide, Cyclophosphamide, Prednisone","Fondazione Neoplasie Sangue Onlus","All","18 Years and older   (Adult, Senior)","Phase 1|Phase 2","67","Other","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","PO0023|2009−014850−13","July 16, 2010","July 2010","July 2018","February 5, 2016","February 2016","No Study Results Posted","PCP","June 2011","PCP safety and efficacy|Overall survival|Progression-free survival|Time-to-progression|Time to next therapy|Tumor response and survival in particular subgroups of patients","https://ClinicalTrials.gov/show/NCT01166113"
220,"NCT02903524","Doxorubicin Hydrochloride Liposome Injection Combination With Cyclophosphamide vs Pirarubicin Combination With Cyclophosphamide in Patients With Locally Advanced Breast Cancer","Recruiting","No Results Available","Breast Cancer","Drug: Doxorubicin Hydrochloride Liposome injection and cyclophosphamide|Drug: pirarubicin and cyclophosphamide","Hebei Medical University Fourth Hospital","Female","18 Years to 70 Years   (Adult, Senior)","Phase 4","300","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","CSPC-DMS-BC-03","September 13, 2016","September 2016","December 2018","September 15, 2016","September 2016","No Study Results Posted","null","September 2018","pathological complete response","https://ClinicalTrials.gov/show/NCT02903524"
221,"NCT00676949","Safety Study of Cancer Specific Epitope Peptides Cocktail for Cervical, GI, and Lung Tumors","Completed","No Results Available","Metastatic Tumors","Biological: 5 peptide vaccines of KOC1, TTK, CO16, DEPDC1, MPHOSPH1","Kyushu University|Human Genome Center, Institute of Medical Science, University of Tokyo","All","20 Years to 80 Years   (Adult, Senior)","Phase 1","18","Other","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","KU-CY5peptides|19-40","March 3, 2008","November 2007","March 2010","June 22, 2011","April 2011","No Study Results Posted","peptidevac","March 2010","safety of the cyclophosphamide combined tumor specific epitope peptide cocktail|immunological efficacies and clinical efficacies of the cyclophosphamide combined tumor specific epitope peptides cocktail","https://ClinicalTrials.gov/show/NCT00676949"
222,"NCT00331552","Doxorubicin Hydrochloride Liposome, Cyclophosphamide, and Trastuzumab in Treating Patients With Stage IV Breast Cancer","Completed","No Results Available","HER2-positive Breast Cancer|Male Breast Cancer|Recurrent Breast Cancer|Stage IV Breast Cancer","Drug: pegylated liposomal doxorubicin hydrochloride|Drug: cyclophosphamide|Biological: trastuzumab","University of Washington|National Cancer Institute (NCI)","All","18 Years and older   (Adult, Senior)","Phase 1|Phase 2","30","Other|NIH","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","6139|NCI-2010-00798","May 30, 2006","February 2006","null","May 7, 2013","May 2013","No Study Results Posted","null","February 2011","Maximum tolerated dose and optimal tolerated dose of pegylated liposomal doxorubicin hydrochloride (Doxil) when given in combination with cyclophosphamide (Phase I)|Efficacy as assessed by the overall clinical response rate (Phase II)|Safety as assessed by grade 1, 2, 3, 4, fatal toxicity, need for dose reduction, treatment interruption, or treatment discontinuation (Phase II)|Treatment-related toxicity (Phase I)|Time to progression (Phase II)|Progression-free survival (Phase II)|Overall survival (Phase II)|Comparison of response rate in 2 subgroups--heavily pre-treated (1 or more regimens for advanced disease) vs less heavily pre-treated (no regimens for advanced disease) (Phase II)","https://ClinicalTrials.gov/show/NCT00331552"
